Office,Office (Code),Origin,Field of technology,Year,Patent Count
United States of America,US,Total,3 - Telecommunications,1986,1389.0
United States of America,US,Total,4 - Digital communication,1986,425.0
United States of America,US,Total,5 - Basic communication processes,1986,1398.0
United States of America,US,Total,6 - Computer technology,1986,1646.0
United States of America,US,Total,7 - IT methods for management,1986,32.0
United States of America,US,Total,8 - Semiconductors,1986,1482.0
United States of America,US,Total,9 - Optics,1986,2983.0
United States of America,US,Total,10 - Measurement,1986,3940.0
United States of America,US,Total,11 - Analysis of biological materials,1986,314.0
United States of America,US,Total,12 - Control,1986,1247.0
United States of America,US,Total,13 - Medical technology,1986,2863.0
United States of America,US,Total,14 - Organic fine chemistry,1986,3117.0
United States of America,US,Total,15 - Biotechnology,1986,618.0
United States of America,US,Total,16 - Pharmaceuticals,1986,1124.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1986,1989.0
United States of America,US,Total,18 - Food chemistry,1986,508.0
United States of America,US,Total,19 - Basic materials chemistry,1986,2340.0
United States of America,US,Total,"20 - Materials, metallurgy",1986,1926.0
United States of America,US,Total,"21 - Surface technology, coating",1986,1334.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1986,3.0
United States of America,US,Total,23 - Chemical engineering,1986,2419.0
United States of America,US,Total,24 - Environmental technology,1986,866.0
United States of America,US,Total,25 - Handling,1986,3040.0
United States of America,US,Total,26 - Machine tools,1986,3221.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1986,2547.0
United States of America,US,Total,28 - Textile and paper machines,1986,2379.0
United States of America,US,Total,29 - Other special machines,1986,3346.0
United States of America,US,Total,30 - Thermal processes and apparatus,1986,1425.0
United States of America,US,Total,31 - Mechanical elements,1986,3372.0
United States of America,US,Total,32 - Transport,1986,3322.0
United States of America,US,Total,"33 - Furniture, games",1986,2265.0
United States of America,US,Total,34 - Other consumer goods,1986,2040.0
United States of America,US,Total,35 - Civil engineering,1986,3159.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",1987,2580.0
European Patent Office,EP,Total,2 - Audio-visual technology,1987,1714.0
European Patent Office,EP,Total,3 - Telecommunications,1987,822.0
European Patent Office,EP,Total,4 - Digital communication,1987,304.0
European Patent Office,EP,Total,5 - Basic communication processes,1987,645.0
European Patent Office,EP,Total,6 - Computer technology,1987,1277.0
European Patent Office,EP,Total,7 - IT methods for management,1987,26.0
European Patent Office,EP,Total,8 - Semiconductors,1987,935.0
European Patent Office,EP,Total,9 - Optics,1987,1630.0
European Patent Office,EP,Total,10 - Measurement,1987,2172.0
European Patent Office,EP,Total,11 - Analysis of biological materials,1987,406.0
European Patent Office,EP,Total,12 - Control,1987,687.0
European Patent Office,EP,Total,13 - Medical technology,1987,1689.0
European Patent Office,EP,Total,14 - Organic fine chemistry,1987,2268.0
European Patent Office,EP,Total,15 - Biotechnology,1987,1048.0
European Patent Office,EP,Total,16 - Pharmaceuticals,1987,1389.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",1987,1712.0
European Patent Office,EP,Total,18 - Food chemistry,1987,467.0
European Patent Office,EP,Total,19 - Basic materials chemistry,1987,1766.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",1987,1333.0
European Patent Office,EP,Total,"21 - Surface technology, coating",1987,850.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,1987,1.0
European Patent Office,EP,Total,23 - Chemical engineering,1987,1667.0
European Patent Office,EP,Total,24 - Environmental technology,1987,634.0
European Patent Office,EP,Total,25 - Handling,1987,1694.0
European Patent Office,EP,Total,26 - Machine tools,1987,1558.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",1987,1317.0
European Patent Office,EP,Total,28 - Textile and paper machines,1987,1328.0
European Patent Office,EP,Total,29 - Other special machines,1987,1933.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,1987,700.0
European Patent Office,EP,Total,31 - Mechanical elements,1987,1726.0
European Patent Office,EP,Total,32 - Transport,1987,1818.0
European Patent Office,EP,Total,"33 - Furniture, games",1987,802.0
European Patent Office,EP,Total,34 - Other consumer goods,1987,939.0
European Patent Office,EP,Total,35 - Civil engineering,1987,1510.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",1987,5581.0
United States of America,US,Total,2 - Audio-visual technology,1987,3802.0
United States of America,US,Total,3 - Telecommunications,1987,1786.0
United States of America,US,Total,4 - Digital communication,1987,521.0
United States of America,US,Total,5 - Basic communication processes,1987,1496.0
United States of America,US,Total,6 - Computer technology,1987,2122.0
United States of America,US,Total,7 - IT methods for management,1987,45.0
United States of America,US,Total,8 - Semiconductors,1987,1834.0
United States of America,US,Total,9 - Optics,1987,3710.0
United States of America,US,Total,10 - Measurement,1987,4873.0
United States of America,US,Total,11 - Analysis of biological materials,1987,418.0
United States of America,US,Total,12 - Control,1987,1502.0
United States of America,US,Total,13 - Medical technology,1987,3454.0
United States of America,US,Total,14 - Organic fine chemistry,1987,3213.0
United States of America,US,Total,15 - Biotechnology,1987,861.0
United States of America,US,Total,16 - Pharmaceuticals,1987,1356.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1987,2204.0
United States of America,US,Total,18 - Food chemistry,1987,596.0
United States of America,US,Total,19 - Basic materials chemistry,1987,2531.0
United States of America,US,Total,"20 - Materials, metallurgy",1987,1982.0
United States of America,US,Total,"21 - Surface technology, coating",1987,1391.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1987,5.0
United States of America,US,Total,23 - Chemical engineering,1987,2631.0
United States of America,US,Total,24 - Environmental technology,1987,1010.0
United States of America,US,Total,25 - Handling,1987,3371.0
United States of America,US,Total,26 - Machine tools,1987,3339.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1987,3172.0
United States of America,US,Total,28 - Textile and paper machines,1987,2526.0
United States of America,US,Total,29 - Other special machines,1987,3863.0
United States of America,US,Total,30 - Thermal processes and apparatus,1987,1460.0
United States of America,US,Total,31 - Mechanical elements,1987,3865.0
United States of America,US,Total,32 - Transport,1987,4238.0
United States of America,US,Total,"33 - Furniture, games",1987,2595.0
United States of America,US,Total,34 - Other consumer goods,1987,2288.0
United States of America,US,Total,35 - Civil engineering,1987,3737.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",1988,2658.0
European Patent Office,EP,Total,2 - Audio-visual technology,1988,1891.0
European Patent Office,EP,Total,3 - Telecommunications,1988,896.0
European Patent Office,EP,Total,4 - Digital communication,1988,311.0
European Patent Office,EP,Total,5 - Basic communication processes,1988,666.0
European Patent Office,EP,Total,6 - Computer technology,1988,1370.0
European Patent Office,EP,Total,7 - IT methods for management,1988,24.0
European Patent Office,EP,Total,8 - Semiconductors,1988,1057.0
European Patent Office,EP,Total,9 - Optics,1988,1821.0
European Patent Office,EP,Total,10 - Measurement,1988,2247.0
European Patent Office,EP,Total,11 - Analysis of biological materials,1988,456.0
European Patent Office,EP,Total,12 - Control,1988,762.0
European Patent Office,EP,Total,13 - Medical technology,1988,1701.0
European Patent Office,EP,Total,14 - Organic fine chemistry,1988,2598.0
European Patent Office,EP,Total,15 - Biotechnology,1988,1124.0
European Patent Office,EP,Total,16 - Pharmaceuticals,1988,1559.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",1988,2039.0
European Patent Office,EP,Total,18 - Food chemistry,1988,488.0
European Patent Office,EP,Total,19 - Basic materials chemistry,1988,1981.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",1988,1384.0
European Patent Office,EP,Total,"21 - Surface technology, coating",1988,934.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,1988,2.0
European Patent Office,EP,Total,23 - Chemical engineering,1988,1702.0
European Patent Office,EP,Total,24 - Environmental technology,1988,637.0
European Patent Office,EP,Total,25 - Handling,1988,1895.0
European Patent Office,EP,Total,26 - Machine tools,1988,1625.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",1988,1308.0
European Patent Office,EP,Total,28 - Textile and paper machines,1988,1583.0
European Patent Office,EP,Total,29 - Other special machines,1988,2166.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,1988,715.0
European Patent Office,EP,Total,31 - Mechanical elements,1988,1722.0
European Patent Office,EP,Total,32 - Transport,1988,1867.0
European Patent Office,EP,Total,"33 - Furniture, games",1988,969.0
European Patent Office,EP,Total,34 - Other consumer goods,1988,1025.0
European Patent Office,EP,Total,35 - Civil engineering,1988,1539.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",1988,4932.0
United States of America,US,Total,2 - Audio-visual technology,1988,3481.0
United States of America,US,Total,3 - Telecommunications,1988,1731.0
United States of America,US,Total,4 - Digital communication,1988,480.0
United States of America,US,Total,5 - Basic communication processes,1988,1317.0
United States of America,US,Total,6 - Computer technology,1988,2192.0
United States of America,US,Total,7 - IT methods for management,1988,48.0
United States of America,US,Total,8 - Semiconductors,1988,1728.0
United States of America,US,Total,9 - Optics,1988,3858.0
United States of America,US,Total,10 - Measurement,1988,4292.0
United States of America,US,Total,11 - Analysis of biological materials,1988,418.0
United States of America,US,Total,12 - Control,1988,1335.0
United States of America,US,Total,13 - Medical technology,1988,3195.0
United States of America,US,Total,14 - Organic fine chemistry,1988,3169.0
United States of America,US,Total,15 - Biotechnology,1988,831.0
United States of America,US,Total,16 - Pharmaceuticals,1988,1323.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1988,2211.0
United States of America,US,Total,18 - Food chemistry,1988,610.0
United States of America,US,Total,19 - Basic materials chemistry,1988,2512.0
United States of America,US,Total,"20 - Materials, metallurgy",1988,2015.0
United States of America,US,Total,"21 - Surface technology, coating",1988,1287.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1988,2.0
United States of America,US,Total,23 - Chemical engineering,1988,2705.0
United States of America,US,Total,24 - Environmental technology,1988,996.0
United States of America,US,Total,25 - Handling,1988,3202.0
United States of America,US,Total,26 - Machine tools,1988,2967.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1988,2972.0
United States of America,US,Total,28 - Textile and paper machines,1988,2369.0
United States of America,US,Total,29 - Other special machines,1988,3836.0
United States of America,US,Total,30 - Thermal processes and apparatus,1988,1297.0
United States of America,US,Total,31 - Mechanical elements,1988,3337.0
United States of America,US,Total,32 - Transport,1988,4125.0
United States of America,US,Total,"33 - Furniture, games",1988,2596.0
United States of America,US,Total,34 - Other consumer goods,1988,1999.0
United States of America,US,Total,35 - Civil engineering,1988,2948.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",1989,2784.0
European Patent Office,EP,Total,2 - Audio-visual technology,1989,2084.0
